Source	Target	Type	Weight
1	7	undirected	1
1	1	undirected	1
1	2	undirected	1
1	3	undirected	1
1	4	undirected	1
1	5	undirected	1
1	6	undirected	1
1	7	undirected	1
1	1	undirected	1
1	2	undirected	1
1	3	undirected	1
1	4	undirected	1
1	5	undirected	1
1	6	undirected	1
1	7	undirected	1
1	1	undirected	1
1	2	undirected	1
1	3	undirected	1
1	4	undirected	1
1	5	undirected	1
1	6	undirected	1
1	7	undirected	1
1	1	undirected	1
1	2	undirected	1
1	3	undirected	1
1	4	undirected	1
1	5	undirected	1
1	6	undirected	1
1	7	undirected	1
1	1	undirected	1
1	2	undirected	1
1	3	undirected	1
1	4	undirected	1
1	5	undirected	1
1	6	undirected	1
1	7	undirected	1
1	1	undirected	1
1	2	undirected	1
1	3	undirected	1
1	4	undirected	1
1	5	undirected	1
1	6	undirected	1
1	7	undirected	1
1	1	undirected	1
1	2	undirected	1
1	3	undirected	1
1	4	undirected	1
1	5	undirected	1
1	6	undirected	1
1	7	undirected	1
1	1	undirected	1
1	2	undirected	1
1	3	undirected	1
1	4	undirected	1
1	5	undirected	1
1	6	undirected	1
1	7	undirected	1
1	1	undirected	1
1	2	undirected	1
1	3	undirected	1
1	4	undirected	1
1	5	undirected	1
1	6	undirected	1
1	7	undirected	1
1	1	undirected	1
1	2	undirected	1
1	3	undirected	1
1	4	undirected	1
1	5	undirected	1
1	6	undirected	1
1	7	undirected	1
1	1	undirected	1
1	2	undirected	1
1	3	undirected	1
1	4	undirected	1
1	5	undirected	1
1	6	undirected	1
1	7	undirected	1
1	1	undirected	1
1	2	undirected	1
1	3	undirected	1
1	4	undirected	1
1	5	undirected	1
1	6	undirected	1
1	7	undirected	1
1	1	undirected	1
1	2	undirected	1
1	3	undirected	1
1	4	undirected	1
1	5	undirected	1
1	6	undirected	1
1	7	undirected	1
1	1	undirected	1
1	2	undirected	1
1	3	undirected	1
1	4	undirected	1
1	5	undirected	1
1	6	undirected	1
1	7	undirected	1
1	1	undirected	1
1	2	undirected	1
1	3	undirected	1
1	4	undirected	1
1	5	undirected	1
1	6	undirected	1
1	7	undirected	1
1	1	undirected	1
1	2	undirected	1
1	3	undirected	1
1	4	undirected	1
1	5	undirected	1
1	6	undirected	1
1	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
2	1	undirected	1
2	2	undirected	1
2	3	undirected	1
2	4	undirected	1
2	5	undirected	1
2	6	undirected	1
2	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
3	1	undirected	1
3	2	undirected	1
3	3	undirected	1
3	4	undirected	1
3	5	undirected	1
3	6	undirected	1
3	7	undirected	1
4	1	undirected	1
4	2	undirected	1
4	3	undirected	1
4	4	undirected	1
4	5	undirected	1
4	6	undirected	1
4	7	undirected	1
4	1	undirected	1
4	2	undirected	1
4	3	undirected	1
4	4	undirected	1
4	5	undirected	1
4	6	undirected	1
4	7	undirected	1
4	1	undirected	1
4	2	undirected	1
4	3	undirected	1
4	4	undirected	1
4	5	undirected	1
4	6	undirected	1
4	7	undirected	1
4	1	undirected	1
4	2	undirected	1
4	3	undirected	1
4	4	undirected	1
4	5	undirected	1
4	6	undirected	1
4	7	undirected	1
4	1	undirected	1
4	2	undirected	1
4	3	undirected	1
4	4	undirected	1
4	5	undirected	1
4	6	undirected	1
4	7	undirected	1
4	1	undirected	1
4	2	undirected	1
4	3	undirected	1
4	4	undirected	1
4	5	undirected	1
4	6	undirected	1
4	7	undirected	1
4	1	undirected	1
4	2	undirected	1
4	3	undirected	1
4	4	undirected	1
4	5	undirected	1
4	6	undirected	1
4	7	undirected	1
4	1	undirected	1
4	2	undirected	1
4	3	undirected	1
4	4	undirected	1
